meeting_date,asof_date,exp_rate_bp,var_bp2,p_tail_cut,p_tail_hike,top1_mid_bp,top1_prob,top2_mid_bp,top2_prob,days_to_meeting
2025-09-17,2024-09-12,295.42312499999997,1158.467215234375,0.272698,0.192892,287.5,0.276807,312.5,0.257603,370
2025-09-17,2024-09-13,289.576975,1202.126799849375,0.338294,0.152156,287.5,0.280553,312.5,0.228997,369
2025-09-17,2024-09-16,288.23077573077575,1187.3777797431221,0.35300435300435296,0.14132114132114132,287.5,0.28327128327128326,312.5,0.22240322240322238,366
2025-09-17,2024-09-17,293.0769305769306,1204.3659558082072,0.30143230143230143,0.17752317752317753,287.5,0.2779322779322779,312.5,0.24311224311224308,365
2025-09-17,2024-09-18,296.076875,1053.457840234375,0.253416,0.18582699999999996,287.5,0.286336,312.5,0.274421,364
2025-09-17,2024-09-19,296.7414,1044.39152604,0.246518,0.190335,287.5,0.286343,312.5,0.276804,363
2025-09-17,2024-09-20,294.2413817413817,1070.1605128237052,0.27483827483827483,0.17216917216917216,287.5,0.28986228986228985,312.5,0.2631302631302631,362
2025-09-17,2024-09-23,293.74135,1063.5280501775,0.279626,0.16734600000000002,287.5,0.291972,312.5,0.261056,359
2025-09-17,2024-09-24,290.741325,1049.344437244375,0.311068,0.142317,287.5,0.299655,312.5,0.24696,358
2025-09-17,2024-09-25,294.2413817413817,1034.3542270174196,0.2713552713552714,0.16730916730916728,287.5,0.2958302958302958,312.5,0.2655052655052655,357
2025-09-17,2024-09-26,303.2413092586907,1003.7905562428836,0.18306681693318305,0.2478457521542478,312.5,0.3004656995343004,287.5,0.2686217313782686,356
2025-09-17,2024-09-27,295.741425,1043.1682889693748,0.257046,0.18105799999999997,287.5,0.291019,312.5,0.270877,355
2025-09-17,2024-09-30,307.77582027582025,990.0500133015364,0.1465121465121465,0.29719129719129717,312.5,0.30974030974030975,287.5,0.24655624655624653,352
2025-09-17,2024-10-01,304.56039206039213,1005.9736947763837,0.17282317282317283,0.2622362622362623,312.5,0.3024563024563025,287.5,0.26248426248426254,351
