date,value,value
2025-07-26,-0.5253085714285715,value
2025-07-27,-0.5259771428571428,value
2025-07-28,-0.5266457142857143,value
2025-07-29,-0.5273142857142857,value
2025-07-30,-0.5279828571428572,value
2025-07-31,-0.5286514285714285,value
2025-08-01,-0.52932,value
2025-08-02,-0.5298314285714286,value
2025-08-03,-0.5303428571428571,value
2025-08-04,-0.5308542857142857,value
2025-08-05,-0.5313657142857143,value
2025-08-06,-0.5318771428571429,value
2025-08-07,-0.5323885714285714,value
2025-08-08,-0.5329,value
2025-08-09,-0.5334885714285714,value
2025-08-10,-0.5340771428571429,value
2025-08-11,-0.5346657142857143,value
2025-08-12,-0.5352542857142858,value
2025-08-13,-0.5358428571428572,value
2025-08-14,-0.5364314285714287,value
2025-08-15,-0.53702,value
2025-08-16,-0.53739,value
2025-08-17,-0.53776,value
2025-08-18,-0.53813,value
2025-08-19,-0.5385000000000001,value
2025-08-20,-0.5388700000000001,value
2025-08-21,-0.53924,value
2025-08-22,-0.53961,value
2025-08-23,-0.5399228571428571,value
2025-08-24,-0.5402357142857143,value
2025-08-25,-0.5405485714285714,value
2025-08-26,-0.5408614285714286,value
2025-08-27,-0.5411742857142857,value
2025-08-28,-0.5414871428571428,value
2025-08-29,-0.5418,value
2025-08-30,-0.5419799999999999,value
2025-08-31,-0.54216,value
2025-09-01,-0.5423399999999999,value
2025-09-02,-0.54252,value
2025-09-03,-0.5427,value
2025-09-04,-0.54288,value
2025-09-05,-0.54306,value
